geoid,NAME,B19013_001E,state,county,tract,block group,table
360670014002,"Block Group 2, Census Tract 14, Onondaga County, New York",19429,36,067,001400,2,b19013
360670139001,"Block Group 1, Census Tract 139, Onondaga County, New York",41484,36,067,013900,1,b19013
360670052002,"Block Group 2, Census Tract 52, Onondaga County, New York",35337,36,067,005200,2,b19013
360670052003,"Block Group 3, Census Tract 52, Onondaga County, New York",46648,36,067,005200,3,b19013
360670061032,"Block Group 2, Census Tract 61.03, Onondaga County, New York",47917,36,067,006103,2,b19013
360670061031,"Block Group 1, Census Tract 61.03, Onondaga County, New York",92857,36,067,006103,1,b19013
360670102002,"Block Group 2, Census Tract 102, Onondaga County, New York",114069,36,067,010200,2,b19013
360670102001,"Block Group 1, Census Tract 102, Onondaga County, New York",56311,36,067,010200,1,b19013
360670103015,"Block Group 5, Census Tract 103.01, Onondaga County, New York",71974,36,067,010301,5,b19013
360670027003,"Block Group 3, Census Tract 27, Onondaga County, New York",48510,36,067,002700,3,b19013
360670027002,"Block Group 2, Census Tract 27, Onondaga County, New York",55446,36,067,002700,2,b19013
360670036012,"Block Group 2, Census Tract 36.01, Onondaga County, New York",42663,36,067,003601,2,b19013
360670110211,"Block Group 1, Census Tract 110.21, Onondaga County, New York",95000,36,067,011021,1,b19013
360670054002,"Block Group 2, Census Tract 54, Onondaga County, New York",38162,36,067,005400,2,b19013
360670054003,"Block Group 3, Census Tract 54, Onondaga County, New York",20104,36,067,005400,3,b19013
360670060004,"Block Group 4, Census Tract 60, Onondaga County, New York",33947,36,067,006000,4,b19013
360670060003,"Block Group 3, Census Tract 60, Onondaga County, New York",48532,36,067,006000,3,b19013
360670060002,"Block Group 2, Census Tract 60, Onondaga County, New York",70677,36,067,006000,2,b19013
360670106001,"Block Group 1, Census Tract 106, Onondaga County, New York",57130,36,067,010600,1,b19013
360670111012,"Block Group 2, Census Tract 111.01, Onondaga County, New York",81509,36,067,011101,2,b19013
360670111014,"Block Group 4, Census Tract 111.01, Onondaga County, New York",133393,36,067,011101,4,b19013
360670111013,"Block Group 3, Census Tract 111.01, Onondaga County, New York",59965,36,067,011101,3,b19013
360670111021,"Block Group 1, Census Tract 111.02, Onondaga County, New York",44861,36,067,011102,1,b19013
360670111022,"Block Group 2, Census Tract 111.02, Onondaga County, New York",50264,36,067,011102,2,b19013
360670130002,"Block Group 2, Census Tract 130, Onondaga County, New York",48456,36,067,013000,2,b19013
360670130005,"Block Group 5, Census Tract 130, Onondaga County, New York",52311,36,067,013000,5,b19013
360670130004,"Block Group 4, Census Tract 130, Onondaga County, New York",41452,36,067,013000,4,b19013
360670157003,"Block Group 3, Census Tract 157, Onondaga County, New York",78668,36,067,015700,3,b19013
360670157004,"Block Group 4, Census Tract 157, Onondaga County, New York",166181,36,067,015700,4,b19013
360670157001,"Block Group 1, Census Tract 157, Onondaga County, New York",107083,36,067,015700,1,b19013
360670128001,"Block Group 1, Census Tract 128, Onondaga County, New York",53675,36,067,012800,1,b19013
360670163002,"Block Group 2, Census Tract 163, Onondaga County, New York",114609,36,067,016300,2,b19013
360670163003,"Block Group 3, Census Tract 163, Onondaga County, New York",111719,36,067,016300,3,b19013
360670163006,"Block Group 6, Census Tract 163, Onondaga County, New York",-666666666,36,067,016300,6,b19013
360670163004,"Block Group 4, Census Tract 163, Onondaga County, New York",58309,36,067,016300,4,b19013
360670001001,"Block Group 1, Census Tract 1, Onondaga County, New York",68667,36,067,000100,1,b19013
360670051003,"Block Group 3, Census Tract 51, Onondaga County, New York",40391,36,067,005100,3,b19013
360670050001,"Block Group 1, Census Tract 50, Onondaga County, New York",54448,36,067,005000,1,b19013
360670050002,"Block Group 2, Census Tract 50, Onondaga County, New York",86196,36,067,005000,2,b19013
360670057001,"Block Group 1, Census Tract 57, Onondaga County, New York",56731,36,067,005700,1,b19013
360670057002,"Block Group 2, Census Tract 57, Onondaga County, New York",35781,36,067,005700,2,b19013
360670058002,"Block Group 2, Census Tract 58, Onondaga County, New York",16477,36,067,005800,2,b19013
360670058003,"Block Group 3, Census Tract 58, Onondaga County, New York",28906,36,067,005800,3,b19013
360670058001,"Block Group 1, Census Tract 58, Onondaga County, New York",25455,36,067,005800,1,b19013
360670108003,"Block Group 3, Census Tract 108, Onondaga County, New York",59274,36,067,010800,3,b19013
360670108001,"Block Group 1, Census Tract 108, Onondaga County, New York",31992,36,067,010800,1,b19013
360670108004,"Block Group 4, Census Tract 108, Onondaga County, New York",60268,36,067,010800,4,b19013
360670108002,"Block Group 2, Census Tract 108, Onondaga County, New York",48403,36,067,010800,2,b19013
360670133001,"Block Group 1, Census Tract 133, Onondaga County, New York",61000,36,067,013300,1,b19013
360670133002,"Block Group 2, Census Tract 133, Onondaga County, New York",48256,36,067,013300,2,b19013
360670133003,"Block Group 3, Census Tract 133, Onondaga County, New York",68867,36,067,013300,3,b19013
360670110123,"Block Group 3, Census Tract 110.12, Onondaga County, New York",49301,36,067,011012,3,b19013
360670110121,"Block Group 1, Census Tract 110.12, Onondaga County, New York",74331,36,067,011012,1,b19013
360670115004,"Block Group 4, Census Tract 115, Onondaga County, New York",42355,36,067,011500,4,b19013
360670019005,"Block Group 5, Census Tract 19, Onondaga County, New York",83036,36,067,001900,5,b19013
360670019004,"Block Group 4, Census Tract 19, Onondaga County, New York",70156,36,067,001900,4,b19013
360670019003,"Block Group 3, Census Tract 19, Onondaga County, New York",48594,36,067,001900,3,b19013
360670023002,"Block Group 2, Census Tract 23, Onondaga County, New York",13770,36,067,002300,2,b19013
360670023001,"Block Group 1, Census Tract 23, Onondaga County, New York",27500,36,067,002300,1,b19013
360670042002,"Block Group 2, Census Tract 42, Onondaga County, New York",11987,36,067,004200,2,b19013
360670049002,"Block Group 2, Census Tract 49, Onondaga County, New York",85208,36,067,004900,2,b19013
360670061013,"Block Group 3, Census Tract 61.01, Onondaga County, New York",23581,36,067,006101,3,b19013
360670061011,"Block Group 1, Census Tract 61.01, Onondaga County, New York",19110,36,067,006101,1,b19013
360670010003,"Block Group 3, Census Tract 10, Onondaga County, New York",33718,36,067,001000,3,b19013
360670017022,"Block Group 2, Census Tract 17.02, Onondaga County, New York",42647,36,067,001702,2,b19013
360670036022,"Block Group 2, Census Tract 36.02, Onondaga County, New York",61667,36,067,003602,2,b19013
360670038002,"Block Group 2, Census Tract 38, Onondaga County, New York",28555,36,067,003800,2,b19013
360670038001,"Block Group 1, Census Tract 38, Onondaga County, New York",32931,36,067,003800,1,b19013
360670118005,"Block Group 5, Census Tract 118, Onondaga County, New York",59261,36,067,011800,5,b19013
360670114023,"Block Group 3, Census Tract 114.02, Onondaga County, New York",76078,36,067,011402,3,b19013
360670114021,"Block Group 1, Census Tract 114.02, Onondaga County, New York",101122,36,067,011402,1,b19013
360670114022,"Block Group 2, Census Tract 114.02, Onondaga County, New York",80172,36,067,011402,2,b19013
360670116003,"Block Group 3, Census Tract 116, Onondaga County, New York",113438,36,067,011600,3,b19013
360670116002,"Block Group 2, Census Tract 116, Onondaga County, New York",60938,36,067,011600,2,b19013
360670127001,"Block Group 1, Census Tract 127, Onondaga County, New York",69464,36,067,012700,1,b19013
360670135003,"Block Group 3, Census Tract 135, Onondaga County, New York",46381,36,067,013500,3,b19013
360670135002,"Block Group 2, Census Tract 135, Onondaga County, New York",76307,36,067,013500,2,b19013
360670150004,"Block Group 4, Census Tract 150, Onondaga County, New York",138906,36,067,015000,4,b19013
360670150001,"Block Group 1, Census Tract 150, Onondaga County, New York",88478,36,067,015000,1,b19013
360670136001,"Block Group 1, Census Tract 136, Onondaga County, New York",59479,36,067,013600,1,b19013
360670136003,"Block Group 3, Census Tract 136, Onondaga County, New York",54440,36,067,013600,3,b19013
360670112321,"Block Group 1, Census Tract 112.32, Onondaga County, New York",105462,36,067,011232,1,b19013
360670118002,"Block Group 2, Census Tract 118, Onondaga County, New York",49355,36,067,011800,2,b19013
360670118004,"Block Group 4, Census Tract 118, Onondaga County, New York",44688,36,067,011800,4,b19013
360670118003,"Block Group 3, Census Tract 118, Onondaga County, New York",52188,36,067,011800,3,b19013
360670118001,"Block Group 1, Census Tract 118, Onondaga County, New York",77083,36,067,011800,1,b19013
360670112022,"Block Group 2, Census Tract 112.02, Onondaga County, New York",132188,36,067,011202,2,b19013
360670112021,"Block Group 1, Census Tract 112.02, Onondaga County, New York",76691,36,067,011202,1,b19013
360670112312,"Block Group 2, Census Tract 112.31, Onondaga County, New York",78000,36,067,011231,2,b19013
360670113002,"Block Group 2, Census Tract 113, Onondaga County, New York",61667,36,067,011300,2,b19013
360670113003,"Block Group 3, Census Tract 113, Onondaga County, New York",56484,36,067,011300,3,b19013
360670114012,"Block Group 2, Census Tract 114.01, Onondaga County, New York",56792,36,067,011401,2,b19013
360670103013,"Block Group 3, Census Tract 103.01, Onondaga County, New York",105179,36,067,010301,3,b19013
360670103012,"Block Group 2, Census Tract 103.01, Onondaga County, New York",61429,36,067,010301,2,b19013
360670103011,"Block Group 1, Census Tract 103.01, Onondaga County, New York",86838,36,067,010301,1,b19013
360670105001,"Block Group 1, Census Tract 105, Onondaga County, New York",95357,36,067,010500,1,b19013
360670039001,"Block Group 1, Census Tract 39, Onondaga County, New York",13542,36,067,003900,1,b19013
360670039003,"Block Group 3, Census Tract 39, Onondaga County, New York",12351,36,067,003900,3,b19013
360670103221,"Block Group 1, Census Tract 103.22, Onondaga County, New York",107243,36,067,010322,1,b19013
360670109001,"Block Group 1, Census Tract 109, Onondaga County, New York",61780,36,067,010900,1,b19013
360670104002,"Block Group 2, Census Tract 104, Onondaga County, New York",113250,36,067,010400,2,b19013
360670105002,"Block Group 2, Census Tract 105, Onondaga County, New York",72000,36,067,010500,2,b19013
360679400001,"Block Group 1, Census Tract 9400, Onondaga County, New York",-666666666,36,067,940000,1,b19013
360670160013,"Block Group 3, Census Tract 160.01, Onondaga County, New York",66667,36,067,016001,3,b19013
360670148001,"Block Group 1, Census Tract 148, Onondaga County, New York",106141,36,067,014800,1,b19013
360670148003,"Block Group 3, Census Tract 148, Onondaga County, New York",96316,36,067,014800,3,b19013
360670168022,"Block Group 2, Census Tract 168.02, Onondaga County, New York",76406,36,067,016802,2,b19013
360670027001,"Block Group 1, Census Tract 27, Onondaga County, New York",39583,36,067,002700,1,b19013
360670036011,"Block Group 1, Census Tract 36.01, Onondaga County, New York",28788,36,067,003601,1,b19013
360670054004,"Block Group 4, Census Tract 54, Onondaga County, New York",27232,36,067,005400,4,b19013
360670054001,"Block Group 1, Census Tract 54, Onondaga County, New York",24417,36,067,005400,1,b19013
360670060001,"Block Group 1, Census Tract 60, Onondaga County, New York",68984,36,067,006000,1,b19013
360670106002,"Block Group 2, Census Tract 106, Onondaga County, New York",61875,36,067,010600,2,b19013
360670111011,"Block Group 1, Census Tract 111.01, Onondaga County, New York",101053,36,067,011101,1,b19013
360670111015,"Block Group 5, Census Tract 111.01, Onondaga County, New York",98817,36,067,011101,5,b19013
360670138001,"Block Group 1, Census Tract 138, Onondaga County, New York",70256,36,067,013800,1,b19013
360670166001,"Block Group 1, Census Tract 166, Onondaga County, New York",97167,36,067,016600,1,b19013
360670124003,"Block Group 3, Census Tract 124, Onondaga County, New York",78173,36,067,012400,3,b19013
360670059001,"Block Group 1, Census Tract 59, Onondaga County, New York",37560,36,067,005900,1,b19013
360670101001,"Block Group 1, Census Tract 101, Onondaga County, New York",89848,36,067,010100,1,b19013
360670110113,"Block Group 3, Census Tract 110.11, Onondaga County, New York",88785,36,067,011011,3,b19013
360670045004,"Block Group 4, Census Tract 45, Onondaga County, New York",29375,36,067,004500,4,b19013
360670045003,"Block Group 3, Census Tract 45, Onondaga County, New York",45707,36,067,004500,3,b19013
360670110222,"Block Group 2, Census Tract 110.22, Onondaga County, New York",83889,36,067,011022,2,b19013
360670112311,"Block Group 1, Census Tract 112.31, Onondaga County, New York",58611,36,067,011231,1,b19013
360670112313,"Block Group 3, Census Tract 112.31, Onondaga County, New York",82277,36,067,011231,3,b19013
360670113001,"Block Group 1, Census Tract 113, Onondaga County, New York",93625,36,067,011300,1,b19013
360670114011,"Block Group 1, Census Tract 114.01, Onondaga County, New York",114554,36,067,011401,1,b19013
360670112422,"Block Group 2, Census Tract 112.42, Onondaga County, New York",52569,36,067,011242,2,b19013
360670125002,"Block Group 2, Census Tract 125, Onondaga County, New York",60907,36,067,012500,2,b19013
360670131004,"Block Group 4, Census Tract 131, Onondaga County, New York",86250,36,067,013100,4,b19013
360670131002,"Block Group 2, Census Tract 131, Onondaga County, New York",66125,36,067,013100,2,b19013
360670154003,"Block Group 3, Census Tract 154, Onondaga County, New York",79839,36,067,015400,3,b19013
360670165021,"Block Group 1, Census Tract 165.02, Onondaga County, New York",66750,36,067,016502,1,b19013
360670165023,"Block Group 3, Census Tract 165.02, Onondaga County, New York",103661,36,067,016502,3,b19013
360670015002,"Block Group 2, Census Tract 15, Onondaga County, New York",38333,36,067,001500,2,b19013
360670128003,"Block Group 3, Census Tract 128, Onondaga County, New York",78438,36,067,012800,3,b19013
360670120001,"Block Group 1, Census Tract 120, Onondaga County, New York",49018,36,067,012000,1,b19013
360670132001,"Block Group 1, Census Tract 132, Onondaga County, New York",45583,36,067,013200,1,b19013
360670165011,"Block Group 1, Census Tract 165.01, Onondaga County, New York",72604,36,067,016501,1,b19013
360670009003,"Block Group 3, Census Tract 9, Onondaga County, New York",65037,36,067,000900,3,b19013
360670030001,"Block Group 1, Census Tract 30, Onondaga County, New York",15893,36,067,003000,1,b19013
360670032002,"Block Group 2, Census Tract 32, Onondaga County, New York",16380,36,067,003200,2,b19013
360670004001,"Block Group 1, Census Tract 4, Onondaga County, New York",53214,36,067,000400,1,b19013
360670004003,"Block Group 3, Census Tract 4, Onondaga County, New York",72625,36,067,000400,3,b19013
360670010001,"Block Group 1, Census Tract 10, Onondaga County, New York",32300,36,067,001000,1,b19013
360670014001,"Block Group 1, Census Tract 14, Onondaga County, New York",25724,36,067,001400,1,b19013
360670019002,"Block Group 2, Census Tract 19, Onondaga County, New York",42301,36,067,001900,2,b19013
360670019001,"Block Group 1, Census Tract 19, Onondaga County, New York",34469,36,067,001900,1,b19013
360670042001,"Block Group 1, Census Tract 42, Onondaga County, New York",10505,36,067,004200,1,b19013
360670049001,"Block Group 1, Census Tract 49, Onondaga County, New York",42955,36,067,004900,1,b19013
360670061012,"Block Group 2, Census Tract 61.01, Onondaga County, New York",22303,36,067,006101,2,b19013
360670035001,"Block Group 1, Census Tract 35, Onondaga County, New York",50972,36,067,003500,1,b19013
360670123001,"Block Group 1, Census Tract 123, Onondaga County, New York",97813,36,067,012300,1,b19013
360670112412,"Block Group 2, Census Tract 112.41, Onondaga County, New York",123750,36,067,011241,2,b19013
360670116001,"Block Group 1, Census Tract 116, Onondaga County, New York",80031,36,067,011600,1,b19013
360670127002,"Block Group 2, Census Tract 127, Onondaga County, New York",58100,36,067,012700,2,b19013
360670135001,"Block Group 1, Census Tract 135, Onondaga County, New York",72398,36,067,013500,1,b19013
360670150002,"Block Group 2, Census Tract 150, Onondaga County, New York",119219,36,067,015000,2,b19013
360670136002,"Block Group 2, Census Tract 136, Onondaga County, New York",44861,36,067,013600,2,b19013
360670018002,"Block Group 2, Census Tract 18, Onondaga County, New York",50357,36,067,001800,2,b19013
360670048001,"Block Group 1, Census Tract 48, Onondaga County, New York",72115,36,067,004800,1,b19013
