geoid,NAME,B25002_001E,B25002_002E,B25002_003E,state,county,tract,block group,table
360670030001,"Block Group 1, Census Tract 30, Onondaga County, New York",413,322,91,36,067,003000,1,b25002
360670032002,"Block Group 2, Census Tract 32, Onondaga County, New York",565,565,0,36,067,003200,2,b25002
360670004001,"Block Group 1, Census Tract 4, Onondaga County, New York",792,678,114,36,067,000400,1,b25002
360670004003,"Block Group 3, Census Tract 4, Onondaga County, New York",487,456,31,36,067,000400,3,b25002
360670010001,"Block Group 1, Census Tract 10, Onondaga County, New York",482,378,104,36,067,001000,1,b25002
360670014001,"Block Group 1, Census Tract 14, Onondaga County, New York",370,241,129,36,067,001400,1,b25002
360670019002,"Block Group 2, Census Tract 19, Onondaga County, New York",389,317,72,36,067,001900,2,b25002
360670019001,"Block Group 1, Census Tract 19, Onondaga County, New York",374,367,7,36,067,001900,1,b25002
360670042001,"Block Group 1, Census Tract 42, Onondaga County, New York",477,447,30,36,067,004200,1,b25002
360670049001,"Block Group 1, Census Tract 49, Onondaga County, New York",387,296,91,36,067,004900,1,b25002
360670061012,"Block Group 2, Census Tract 61.01, Onondaga County, New York",395,319,76,36,067,006101,2,b25002
360670035001,"Block Group 1, Census Tract 35, Onondaga County, New York",445,377,68,36,067,003500,1,b25002
360670123001,"Block Group 1, Census Tract 123, Onondaga County, New York",794,794,0,36,067,012300,1,b25002
360670112412,"Block Group 2, Census Tract 112.41, Onondaga County, New York",559,545,14,36,067,011241,2,b25002
360670116001,"Block Group 1, Census Tract 116, Onondaga County, New York",776,752,24,36,067,011600,1,b25002
360670127002,"Block Group 2, Census Tract 127, Onondaga County, New York",672,642,30,36,067,012700,2,b25002
360670135001,"Block Group 1, Census Tract 135, Onondaga County, New York",1091,1026,65,36,067,013500,1,b25002
360670150002,"Block Group 2, Census Tract 150, Onondaga County, New York",385,385,0,36,067,015000,2,b25002
360670136002,"Block Group 2, Census Tract 136, Onondaga County, New York",273,252,21,36,067,013600,2,b25002
360670018002,"Block Group 2, Census Tract 18, Onondaga County, New York",214,214,0,36,067,001800,2,b25002
360670048001,"Block Group 1, Census Tract 48, Onondaga County, New York",328,314,14,36,067,004800,1,b25002
360670053001,"Block Group 1, Census Tract 53, Onondaga County, New York",264,184,80,36,067,005300,1,b25002
360670055003,"Block Group 3, Census Tract 55, Onondaga County, New York",825,619,206,36,067,005500,3,b25002
360670130003,"Block Group 3, Census Tract 130, Onondaga County, New York",303,303,0,36,067,013000,3,b25002
360670130001,"Block Group 1, Census Tract 130, Onondaga County, New York",306,305,1,36,067,013000,1,b25002
360670157002,"Block Group 2, Census Tract 157, Onondaga County, New York",687,657,30,36,067,015700,2,b25002
360670128002,"Block Group 2, Census Tract 128, Onondaga County, New York",378,378,0,36,067,012800,2,b25002
360670163005,"Block Group 5, Census Tract 163, Onondaga County, New York",468,468,0,36,067,016300,5,b25002
360670163001,"Block Group 1, Census Tract 163, Onondaga County, New York",314,314,0,36,067,016300,1,b25002
360670051002,"Block Group 2, Census Tract 51, Onondaga County, New York",449,284,165,36,067,005100,2,b25002
360670017021,"Block Group 1, Census Tract 17.02, Onondaga County, New York",430,367,63,36,067,001702,1,b25002
360670036021,"Block Group 1, Census Tract 36.02, Onondaga County, New York",608,506,102,36,067,003602,1,b25002
360670039002,"Block Group 2, Census Tract 39, Onondaga County, New York",441,315,126,36,067,003900,2,b25002
360670109002,"Block Group 2, Census Tract 109, Onondaga County, New York",553,548,5,36,067,010900,2,b25002
360670148002,"Block Group 2, Census Tract 148, Onondaga County, New York",568,525,43,36,067,014800,2,b25002
360670168021,"Block Group 1, Census Tract 168.02, Onondaga County, New York",386,330,56,36,067,016802,1,b25002
360670143001,"Block Group 1, Census Tract 143, Onondaga County, New York",676,574,102,36,067,014300,1,b25002
360670147002,"Block Group 2, Census Tract 147, Onondaga County, New York",584,545,39,36,067,014700,2,b25002
360670119002,"Block Group 2, Census Tract 119, Onondaga County, New York",382,357,25,36,067,011900,2,b25002
360670149001,"Block Group 1, Census Tract 149, Onondaga County, New York",683,616,67,36,067,014900,1,b25002
360670003001,"Block Group 1, Census Tract 3, Onondaga County, New York",346,313,33,36,067,000300,1,b25002
360670006001,"Block Group 1, Census Tract 6, Onondaga County, New York",684,621,63,36,067,000600,1,b25002
360670017012,"Block Group 2, Census Tract 17.01, Onondaga County, New York",543,409,134,36,067,001701,2,b25002
360670018001,"Block Group 1, Census Tract 18, Onondaga County, New York",438,410,28,36,067,001800,1,b25002
360670061021,"Block Group 1, Census Tract 61.02, Onondaga County, New York",717,717,0,36,067,006102,1,b25002
360670112013,"Block Group 3, Census Tract 112.01, Onondaga County, New York",496,496,0,36,067,011201,3,b25002
360670110122,"Block Group 2, Census Tract 110.12, Onondaga County, New York",434,434,0,36,067,011012,2,b25002
360670024001,"Block Group 1, Census Tract 24, Onondaga County, New York",572,479,93,36,067,002400,1,b25002
360670103014,"Block Group 4, Census Tract 103.01, Onondaga County, New York",530,530,0,36,067,010301,4,b25002
360670126002,"Block Group 2, Census Tract 126, Onondaga County, New York",638,610,28,36,067,012600,2,b25002
360670168011,"Block Group 1, Census Tract 168.01, Onondaga County, New York",462,301,161,36,067,016801,1,b25002
360670014003,"Block Group 3, Census Tract 14, Onondaga County, New York",244,161,83,36,067,001400,3,b25002
360670046004,"Block Group 4, Census Tract 46, Onondaga County, New York",460,411,49,36,067,004600,4,b25002
360670052001,"Block Group 1, Census Tract 52, Onondaga County, New York",245,191,54,36,067,005200,1,b25002
360670102003,"Block Group 3, Census Tract 102, Onondaga County, New York",639,543,96,36,067,010200,3,b25002
360670043021,"Block Group 1, Census Tract 43.02, Onondaga County, New York",303,125,178,36,067,004302,1,b25002
360670021013,"Block Group 3, Census Tract 21.01, Onondaga County, New York",669,508,161,36,067,002101,3,b25002
360670137012,"Block Group 2, Census Tract 137.01, Onondaga County, New York",950,899,51,36,067,013701,2,b25002
360670137011,"Block Group 1, Census Tract 137.01, Onondaga County, New York",367,342,25,36,067,013701,1,b25002
360670029011,"Block Group 1, Census Tract 29.01, Onondaga County, New York",911,806,105,36,067,002901,1,b25002
360670156012,"Block Group 2, Census Tract 156.01, Onondaga County, New York",384,313,71,36,067,015601,2,b25002
360670150003,"Block Group 3, Census Tract 150, Onondaga County, New York",655,619,36,36,067,015000,3,b25002
360670126004,"Block Group 4, Census Tract 126, Onondaga County, New York",706,657,49,36,067,012600,4,b25002
360670134004,"Block Group 4, Census Tract 134, Onondaga County, New York",746,732,14,36,067,013400,4,b25002
360670142003,"Block Group 3, Census Tract 142, Onondaga County, New York",671,649,22,36,067,014200,3,b25002
360670144003,"Block Group 3, Census Tract 144, Onondaga County, New York",432,381,51,36,067,014400,3,b25002
360670160021,"Block Group 1, Census Tract 160.02, Onondaga County, New York",569,536,33,36,067,016002,1,b25002
360670154004,"Block Group 4, Census Tract 154, Onondaga County, New York",584,538,46,36,067,015400,4,b25002
360670163007,"Block Group 7, Census Tract 163, Onondaga County, New York",448,434,14,36,067,016300,7,b25002
360670158004,"Block Group 4, Census Tract 158, Onondaga County, New York",481,424,57,36,067,015800,4,b25002
360670145001,"Block Group 1, Census Tract 145, Onondaga County, New York",1122,995,127,36,067,014500,1,b25002
360670160022,"Block Group 2, Census Tract 160.02, Onondaga County, New York",521,512,9,36,067,016002,2,b25002
360670051001,"Block Group 1, Census Tract 51, Onondaga County, New York",349,273,76,36,067,005100,1,b25002
360670110112,"Block Group 2, Census Tract 110.11, Onondaga County, New York",646,646,0,36,067,011011,2,b25002
360670122001,"Block Group 1, Census Tract 122, Onondaga County, New York",589,528,61,36,067,012200,1,b25002
360670134002,"Block Group 2, Census Tract 134, Onondaga County, New York",683,683,0,36,067,013400,2,b25002
360670103222,"Block Group 2, Census Tract 103.22, Onondaga County, New York",568,533,35,36,067,010322,2,b25002
360670114013,"Block Group 3, Census Tract 114.01, Onondaga County, New York",579,579,0,36,067,011401,3,b25002
360670040001,"Block Group 1, Census Tract 40, Onondaga County, New York",707,464,243,36,067,004000,1,b25002
360670147005,"Block Group 5, Census Tract 147, Onondaga County, New York",601,601,0,36,067,014700,5,b25002
360670112424,"Block Group 4, Census Tract 112.42, Onondaga County, New York",1075,974,101,36,067,011242,4,b25002
360670043011,"Block Group 1, Census Tract 43.01, Onondaga County, New York",625,470,155,36,067,004301,1,b25002
360670110212,"Block Group 2, Census Tract 110.21, Onondaga County, New York",451,451,0,36,067,011021,2,b25002
360670032001,"Block Group 1, Census Tract 32, Onondaga County, New York",1126,986,140,36,067,003200,1,b25002
360670162001,"Block Group 1, Census Tract 162, Onondaga County, New York",281,267,14,36,067,016200,1,b25002
360670114014,"Block Group 4, Census Tract 114.01, Onondaga County, New York",867,867,0,36,067,011401,4,b25002
360670117001,"Block Group 1, Census Tract 117, Onondaga County, New York",668,589,79,36,067,011700,1,b25002
360670117002,"Block Group 2, Census Tract 117, Onondaga County, New York",1080,1051,29,36,067,011700,2,b25002
360670121001,"Block Group 1, Census Tract 121, Onondaga County, New York",630,580,50,36,067,012100,1,b25002
360670121002,"Block Group 2, Census Tract 121, Onondaga County, New York",527,486,41,36,067,012100,2,b25002
360670121003,"Block Group 3, Census Tract 121, Onondaga County, New York",622,586,36,36,067,012100,3,b25002
360670162002,"Block Group 2, Census Tract 162, Onondaga County, New York",668,618,50,36,067,016200,2,b25002
360670045001,"Block Group 1, Census Tract 45, Onondaga County, New York",327,272,55,36,067,004500,1,b25002
360670045002,"Block Group 2, Census Tract 45, Onondaga County, New York",630,609,21,36,067,004500,2,b25002
360670110221,"Block Group 1, Census Tract 110.22, Onondaga County, New York",766,766,0,36,067,011022,1,b25002
360670123002,"Block Group 2, Census Tract 123, Onondaga County, New York",657,591,66,36,067,012300,2,b25002
360670129001,"Block Group 1, Census Tract 129, Onondaga County, New York",665,577,88,36,067,012900,1,b25002
360670129002,"Block Group 2, Census Tract 129, Onondaga County, New York",474,386,88,36,067,012900,2,b25002
360670140001,"Block Group 1, Census Tract 140, Onondaga County, New York",655,607,48,36,067,014000,1,b25002
360670140002,"Block Group 2, Census Tract 140, Onondaga County, New York",254,222,32,36,067,014000,2,b25002
360670140003,"Block Group 3, Census Tract 140, Onondaga County, New York",672,484,188,36,067,014000,3,b25002
360670016002,"Block Group 2, Census Tract 16, Onondaga County, New York",1144,961,183,36,067,001600,2,b25002
360670016001,"Block Group 1, Census Tract 16, Onondaga County, New York",1039,935,104,36,067,001600,1,b25002
360670035002,"Block Group 2, Census Tract 35, Onondaga County, New York",321,260,61,36,067,003500,2,b25002
360670035003,"Block Group 3, Census Tract 35, Onondaga County, New York",541,426,115,36,067,003500,3,b25002
360670059002,"Block Group 2, Census Tract 59, Onondaga County, New York",318,273,45,36,067,005900,2,b25002
360670101002,"Block Group 2, Census Tract 101, Onondaga County, New York",794,634,160,36,067,010100,2,b25002
360670104001,"Block Group 1, Census Tract 104, Onondaga County, New York",713,677,36,36,067,010400,1,b25002
360670110111,"Block Group 1, Census Tract 110.11, Onondaga County, New York",328,313,15,36,067,011011,1,b25002
