X,Y,truck_name,repair_type,date_fixed,date_fixed1,address,activity_type,longitude,latitude,FID
-76.1420897410791,43.0523662088736,265             ,SNOW & ICE,2017/03/13 04:00:07+00,2017/03/13 04:00:08+00,202 CATHERINE ST & BURNET AVE                     ,    Stop Moving,-76.1420897410791,43.0523662088736,1
-76.1526776439193,43.0440977069442,283             ,SNOW & ICE,2017/03/13 04:00:10+00,2017/03/13 04:00:10+00,484-98 SALINA ST S & ONONDAGA ST                  ,    Start Moving,-76.1526776439193,43.0440977069442,2
-76.1598281442039,43.0158087014665,263             ,SNOW & ICE,2017/03/13 04:00:10+00,2017/03/13 04:00:10+00,736 NEWELL ST W & VALLEY DR                       ,    ,-76.1598281442039,43.0158087014666,3
-76.1421119410625,43.0520352088119,265             ,SNOW & ICE,2017/03/13 04:00:18+00,2017/03/13 04:00:19+00,322-24 BURNET AVE & CATHERINE ST                  ,    Start Moving,-76.1421119410625,43.0520352088119,4
-76.1116476323611,43.0685004130159,285             ,SNOW & ICE,2017/03/13 04:00:20+00,2017/03/13 04:00:20+00,2430-50 JAMES ST & FOREST HILL DR                 ,    ,-76.1116476323611,43.0685004130159,5
-76.1592814446443,43.0244001030676,267             ,SNOW & ICE,2017/03/13 04:00:22+00,2017/03/13 04:00:22+00,1300 SOUTH AVE & PARKWAY DR                       ,    Spreader On,-76.1592814446443,43.0244001030676,6
-76.1118406316986,43.0584204111565,208             ,SNOW & ICE,2017/03/13 04:00:24+00,2017/03/13 04:00:24+00,300 CALEB AVE & STAFFORD AVE                      ,    ,-76.1118406316986,43.0584204111565,7
-76.1420742410343,43.0518129087726,265             ,SNOW & ICE,2017/03/13 04:00:24+00,2017/03/13 04:00:25+00,322-24 BURNET AVE & CATHERINE ST                  ,    Stop Moving,-76.1420742410343,43.0518129087726,8
-76.1545034444165,43.0427771066308,283             ,SNOW & ICE,2017/03/13 04:00:31+00,2017/03/13 04:00:31+00,240-48 ONONDAGA ST W                              ,    Stop Moving,-76.1545034444165,43.0427771066308,9
-76.1458946438785,43.0740857127159,178             ,SNOW & ICE,2017/03/13 04:00:34+00,2017/03/13 04:00:34+00,2308 GRANT BLVD & MCCHESNEY PK                    ,    ,-76.1458946438785,43.0740857127159,10
-76.1545781444365,43.0427186066172,283             ,SNOW & ICE,2017/03/13 04:00:35+00,2017/03/13 04:00:35+00,240-48 ONONDAGA ST W                              ,    Plow Down,-76.1545781444365,43.0427186066172,11
-76.1550261445579,43.0423854065386,283             ,SNOW & ICE,2017/03/13 04:00:42+00,2017/03/13 04:00:42+00,316 ONONDAGA ST W                                 ,    Start Moving,-76.1550261445579,43.0423854065386,12
-76.1119117317853,43.0593049113163,208             ,SNOW & ICE,2017/03/13 04:00:43+00,2017/03/13 04:00:44+00,472 STAFFORD AVE                                  ,    Spreader On,-76.1119117317853,43.0593049113163,13
-76.1590036476867,43.0679014110723,216             ,SNOW & ICE,2017/03/13 04:00:44+00,2017/03/13 04:00:44+00,1304 SALINA ST N & COURT ST &                     ,    Start Moving,-76.1590036476867,43.0679014110723,14
-76.16153474497,43.0187667019445,263             ,SNOW & ICE,2017/03/13 04:00:47+00,2017/03/13 04:00:47+00,117 GLENWOOD AVE & ELMWOOD AV                     ,    ,-76.16153474497,43.0187667019445,15
-76.1615679449801,43.0187571019414,263             ,SNOW & ICE,2017/03/13 04:00:48+00,2017/03/13 04:00:48+00,117 GLENWOOD AVE & ELMWOOD AV                     ,    Spreader On,-76.1615679449801,43.0187571019414,16
-76.1113427313226,43.0554401106281,179             ,SNOW & ICE,2017/03/13 04:00:48+00,2017/03/13 04:00:49+00,1820 EB I 690 SYRACUSE 13210                      ,    ,-76.1113427313226,43.0554401106281,17
-76.1105329310795,43.0557131107096,286             ,SNOW & ICE,2017/03/13 04:00:54+00,2017/03/13 04:00:55+00,1824 EB I 690 SYRACUSE 13210                      ,    ,-76.1105329310795,43.0557131107096,18
-76.1107872311584,43.0556631106906,210             ,SNOW & ICE,2017/03/13 04:00:56+00,2017/03/13 04:00:57+00,1822 EB I 690 SYRACUSE 13210                      ,    ,-76.1107872311584,43.0556631106906,19
-76.1587264476025,43.0679816110977,216             ,SNOW & ICE,2017/03/13 04:00:56+00,2017/03/13 04:00:56+00,1503 PARK ST & COURT ST & PAST                    ,    Stop Moving,-76.1587264476025,43.0679816110977,20
-76.1120386319119,43.0604927115296,208             ,SNOW & ICE,2017/03/13 04:01:03+00,2017/03/13 04:01:03+00,428 STAFFORD AVE                                  ,    Spreader Off,-76.1120386319119,43.0604927115296,21
-76.1584494475197,43.0680794111264,216             ,SNOW & ICE,2017/03/13 04:01:05+00,2017/03/13 04:01:05+00,314 COURT ST                                      ,    ,-76.1584494475197,43.0680794111264,22
-76.1584342475164,43.0681022111312,216             ,SNOW & ICE,2017/03/13 04:01:06+00,2017/03/13 04:01:06+00,314 COURT ST                                      ,    Start Moving,-76.1584342475164,43.0681022111312,23
-76.1582247474673,43.0683642111874,216             ,SNOW & ICE,2017/03/13 04:01:16+00,2017/03/13 04:01:16+00,1411 PARK ST & COURT ST                           ,    Stop Moving,-76.1582247474673,43.0683642111874,24
-76.1121029320053,43.0615019117126,208             ,SNOW & ICE,2017/03/13 04:01:18+00,2017/03/13 04:01:18+00,372 STAFFORD AVE & SUNNYCREST                     ,    Spreader On,-76.1121029320053,43.0615019117126,25
-76.1116337323556,43.0684859130138,285             ,SNOW & ICE,2017/03/13 04:01:20+00,2017/03/13 04:01:20+00,2430-50 JAMES ST & FOREST HILL DR                 ,    ,-76.1116337323556,43.0684859130138,26
-76.1121179320188,43.0616206117338,208             ,SNOW & ICE,2017/03/13 04:01:20+00,2017/03/13 04:01:20+00,372 STAFFORD AVE & SUNNYCREST                     ,    Spreader Off,-76.1121179320187,43.0616206117338,27
-76.1584154447598,43.0299114041144,267             ,SNOW & ICE,2017/03/13 04:01:21+00,2017/03/13 04:01:21+00,817 SOUTH AVE                                     ,    ,-76.1584154447598,43.0299114041144,28
-76.1421656409993,43.0509146086039,265             ,SNOW & ICE,2017/03/13 04:01:23+00,2017/03/13 04:01:24+00,627 WATER ST E & ALMOND ST &                      ,    ,-76.1421656409993,43.0509146086039,29
-76.1578989473953,43.0688317112859,216             ,SNOW & ICE,2017/03/13 04:01:27+00,2017/03/13 04:01:27+00,1500 PARK ST & COURT ST                           ,    Start Moving,-76.1578989473953,43.0688317112859,30
-76.1458824438742,43.0740811127156,178             ,SNOW & ICE,2017/03/13 04:01:34+00,2017/03/13 04:01:34+00,2308 GRANT BLVD & MCCHESNEY PK                    ,    ,-76.1458824438742,43.0740811127156,31
-76.1421681409984,43.0508909085995,265             ,SNOW & ICE,2017/03/13 04:01:38+00,2017/03/13 04:01:38+00,627 WATER ST E & ALMOND ST &                      ,    Spreader On,-76.1421681409984,43.0508909085995,32
-76.142220241013,43.0508586085915,265             ,SNOW & ICE,2017/03/13 04:01:40+00,2017/03/13 04:01:41+00,627 WATER ST E & ALMOND ST &                      ,    Start Moving,-76.142220241013,43.0508586085916,33
-76.1607567461106,43.0381284055342,283             ,SNOW & ICE,2017/03/13 04:01:42+00,2017/03/13 04:01:42+00,648 ONONDAGA ST W                                 ,    ,-76.1607567461106,43.0381284055342,34
-76.1122179321278,43.0626852119255,208             ,SNOW & ICE,2017/03/13 04:01:43+00,2017/03/13 04:01:43+00,332 STAFFORD AVE                                  ,    Spreader On,-76.1122179321278,43.0626852119255,35
-76.1113507313249,43.055435710627,179             ,SNOW & ICE,2017/03/13 04:01:48+00,2017/03/13 04:01:49+00,1820 EB I 690 SYRACUSE 13210                      ,    ,-76.1113507313249,43.055435710627,36
-76.1648364459666,43.0177334016266,263             ,SNOW & ICE,2017/03/13 04:01:48+00,2017/03/13 04:01:48+00,144 ELMWOOD AVE TO GREENWOOD                      ,    ,-76.1648364459666,43.0177334016266,37
-76.1105424310823,43.0557092107085,286             ,SNOW & ICE,2017/03/13 04:01:54+00,2017/03/13 04:01:55+00,1824 EB I 690 SYRACUSE 13210                      ,    ,-76.1105424310823,43.0557092107085,38
-76.1108114311655,43.0556527106877,210             ,SNOW & ICE,2017/03/13 04:01:56+00,2017/03/13 04:01:57+00,1822 EB I 690 SYRACUSE 13210                      ,    ,-76.1108114311655,43.0556527106877,39
-76.1123147322341,43.0637256121129,208             ,SNOW & ICE,2017/03/13 04:01:57+00,2017/03/13 04:01:57+00,271 STAFFORD AVE & GLENCOVE R                     ,    Spreader Off,-76.1123147322341,43.0637256121129,40
-76.1654562461159,43.0170144014704,263             ,SNOW & ICE,2017/03/13 04:02:06+00,2017/03/13 04:02:06+00,114 EDGEWOOD AVE                                  ,    ,-76.1654562461159,43.0170144014704,41
-76.1116439323599,43.0684997130159,285             ,SNOW & ICE,2017/03/13 04:02:20+00,2017/03/13 04:02:20+00,2430-50 JAMES ST & FOREST HILL DR                 ,    ,-76.1116439323599,43.0684997130159,42
-76.1589389453662,43.0359789052095,267             ,SNOW & ICE,2017/03/13 04:02:21+00,2017/03/13 04:02:21+00,310-12 SOUTH AVE                                  ,    ,-76.1589389453662,43.0359789052095,43
-76.1124842324227,43.0655831124476,208             ,SNOW & ICE,2017/03/13 04:02:23+00,2017/03/13 04:02:24+00,208 STAFFORD AVE                                  ,    Spreader On,-76.1124842324227,43.0655831124476,44
-76.1550484467475,43.0726766121025,216             ,SNOW & ICE,2017/03/13 04:02:27+00,2017/03/13 04:02:27+00,709 COURT ST                                      ,    ,-76.1550484467475,43.0726766121025,45
-76.1459391438864,43.0739956126977,178             ,SNOW & ICE,2017/03/13 04:02:34+00,2017/03/13 04:02:34+00,2308 GRANT BLVD & MCCHESNEY PK                    ,    ,-76.1459391438864,43.0739956126977,46
-76.164791947092,43.0335766045412,283             ,SNOW & ICE,2017/03/13 04:02:37+00,2017/03/13 04:02:37+00,116 ONONDAGA AVE                                  ,    Spreader On,-76.164791947092,43.0335766045413,47
-76.1457777438282,43.0739149126891,178             ,SNOW & ICE,2017/03/13 04:02:40+00,2017/03/13 04:02:40+00,114 MCCHESNEY PARK DR                             ,    ,-76.1457777438282,43.0739149126891,48
-76.1472809426608,43.0509386084103,265             ,SNOW & ICE,2017/03/13 04:02:40+00,2017/03/13 04:02:41+00,327-35 WATER ST E & STATE ST S &                  ,    ,-76.1472809426608,43.0509386084103,49
-76.1449932435015,43.0729149125359,178             ,SNOW & ICE,2017/03/13 04:02:42+00,2017/03/13 04:02:42+00,2209-11 GRANT BLVD                                ,    Start Moving,-76.1449932435015,43.0729149125359,50
-76.1474529427144,43.0509089083982,265             ,SNOW & ICE,2017/03/13 04:02:44+00,2017/03/13 04:02:44+00,327-35 WATER ST E & STATE ST S &                  ,    ,-76.1474529427144,43.0509089083982,51
-76.165391447262,43.0332374044557,283             ,SNOW & ICE,2017/03/13 04:02:47+00,2017/03/13 04:02:47+00,120 ONONDAGA AVE & BELLEVUE A                     ,    ,-76.165391447262,43.0332374044557,52
-76.1474446427043,43.0508056083795,265             ,SNOW & ICE,2017/03/13 04:02:48+00,2017/03/13 04:02:48+00,327-35 WATER ST E & STATE ST S &                  ,    ,-76.1474446427043,43.0508056083795,53
-76.1655786459923,43.014743201048,263             ,SNOW & ICE,2017/03/13 04:02:48+00,2017/03/13 04:02:48+00,200 LYNCH AVE & EDGEWOOD AVE                      ,    ,-76.1655786459923,43.014743201048,54
-76.1113442313217,43.0554201106244,179             ,SNOW & ICE,2017/03/13 04:02:48+00,2017/03/13 04:02:49+00,1820 EB I 690 SYRACUSE 13210                      ,    ,-76.1113442313217,43.0554201106244,55
-76.1655774473211,43.0332202044453,283             ,SNOW & ICE,2017/03/13 04:02:49+00,2017/03/13 04:02:49+00,806-08 BELLEVUE AVE                               ,    Spreader Off,-76.1655774473211,43.0332202044454,56
-76.1458762438671,43.0740109127029,178             ,SNOW & ICE,2017/03/13 04:02:54+00,2017/03/13 04:02:54+00,2308 GRANT BLVD & MCCHESNEY PK                    ,    Stop Moving,-76.1458762438671,43.0740109127029,57
-76.1105397310819,43.0557156107098,286             ,SNOW & ICE,2017/03/13 04:02:54+00,2017/03/13 04:02:55+00,1824 EB I 690 SYRACUSE 13210                      ,    ,-76.1105397310819,43.0557156107098,58
-76.1127147326703,43.0679836128797,208             ,SNOW & ICE,2017/03/13 04:02:54+00,2017/03/13 04:02:55+00,2378-90 JAMES ST & STAFFORD AVE                   ,    Stop Moving,-76.1127147326703,43.0679836128797,59
-76.1127147326706,43.0679877128805,208             ,SNOW & ICE,2017/03/13 04:02:55+00,2017/03/13 04:02:55+00,2378-90 JAMES ST & STAFFORD AVE                   ,    Spreader Off,-76.1127147326706,43.0679877128805,60
-76.1107959311597,43.0556426106865,210             ,SNOW & ICE,2017/03/13 04:02:56+00,2017/03/13 04:02:57+00,1822 EB I 690 SYRACUSE 13210                      ,    ,-76.1107959311598,43.0556426106865,61
-76.1669851477734,43.0331596043796,283             ,SNOW & ICE,2017/03/13 04:03:00+00,2017/03/13 04:03:00+00,900 BELLEVUE AVE & MALCOLM ST                     ,    Spreader On,-76.1669851477734,43.0331596043796,62
-76.1665647463158,43.0147936010191,263             ,SNOW & ICE,2017/03/13 04:03:01+00,2017/03/13 04:03:01+00,220 LYNCH AVE & FLETCHER AVE                      ,    ,-76.1665647463158,43.0147936010191,63
-76.1126276326555,43.0681706129174,208             ,SNOW & ICE,2017/03/13 04:03:05+00,2017/03/13 04:03:06+00,2400-10 JAMES ST & STAFFORD AVE                   ,    ,-76.1126276326555,43.0681706129174,64
-76.1124907326108,43.068166912922,208             ,SNOW & ICE,2017/03/13 04:03:09+00,2017/03/13 04:03:09+00,2400-10 JAMES ST & STAFFORD AVE                   ,  Start Moving  Spreader On,-76.1124907326108,43.068166912922,65
-76.1123146325517,43.068140612924,208             ,SNOW & ICE,2017/03/13 04:03:13+00,2017/03/13 04:03:13+00,2400-10 JAMES ST & STAFFORD AVE                   ,    Spreader Off,-76.1123146325517,43.068140612924,66
-76.1121222324923,43.0681829129393,208             ,SNOW & ICE,2017/03/13 04:03:19+00,2017/03/13 04:03:20+00,2400-10 JAMES ST & STAFFORD AVE                   ,    Stop Moving,-76.1121222324923,43.0681829129393,67
-76.1116504323628,43.0685112130178,285             ,SNOW & ICE,2017/03/13 04:03:20+00,2017/03/13 04:03:20+00,2501-13 JAMES ST & MARLBOROUGH RD                 ,    ,-76.1116504323628,43.0685112130178,68
-76.1577034452824,43.0403832060669,267             ,SNOW & ICE,2017/03/13 04:03:21+00,2017/03/13 04:03:21+00,400-12 ONONDAGA ST W                              ,    ,-76.1577034452824,43.0403832060669,69
-76.1665884464082,43.0159717012348,263             ,SNOW & ICE,2017/03/13 04:03:23+00,2017/03/13 04:03:23+00,300 HUTCHINSON AVE & FLETCHER                     ,    ,-76.1665884464082,43.0159717012348,70
-76.1507166455957,43.0761986129171,216             ,SNOW & ICE,2017/03/13 04:03:27+00,2017/03/13 04:03:27+00,1131 COURT ST & WILLUMAE DR                       ,    ,-76.1507166455957,43.0761986129171,71
-76.1505341455384,43.076224712929,216             ,SNOW & ICE,2017/03/13 04:03:30+00,2017/03/13 04:03:30+00,1131 COURT ST & WILLUMAE DR                       ,    Spreader On,-76.1505341455384,43.076224712929,72
-76.1427602411853,43.0508194085634,265             ,SNOW & ICE,2017/03/13 04:03:47+00,2017/03/13 04:03:48+00,627 WATER ST E & ALMOND ST &                      ,    ,-76.1427602411853,43.0508194085634,73
-76.1113471313233,43.055429610626,179             ,SNOW & ICE,2017/03/13 04:03:48+00,2017/03/13 04:03:49+00,1820 EB I 690 SYRACUSE 13210                      ,    ,-76.1113471313233,43.055429610626,74
-76.1115557323286,43.0684631130126,285             ,SNOW & ICE,2017/03/13 04:03:51+00,2017/03/13 04:03:51+00,2430-50 JAMES ST & FOREST HILL DR                 ,    Start Moving,-76.1115557323286,43.0684631130126,75
-76.1424249410703,43.0507326085604,265             ,SNOW & ICE,2017/03/13 04:03:52+00,2017/03/13 04:03:53+00,627 WATER ST E & ALMOND ST &                      ,    ,-76.1424249410703,43.0507326085605,76
-76.1458591438669,43.0740847127171,178             ,SNOW & ICE,2017/03/13 04:03:54+00,2017/03/13 04:03:54+00,2308 GRANT BLVD & MCCHESNEY PK                    ,    ,-76.1458591438669,43.0740847127171,77
-76.1105456310846,43.0557274107118,286             ,SNOW & ICE,2017/03/13 04:03:54+00,2017/03/13 04:03:55+00,1824 EB I 690 SYRACUSE 13210                      ,    ,-76.1105456310846,43.0557274107118,78
-76.1107947311599,43.0556496106879,210             ,SNOW & ICE,2017/03/13 04:03:56+00,2017/03/13 04:03:57+00,1822 EB I 690 SYRACUSE 13210                      ,    ,-76.1107947311599,43.0556496106879,79
-76.1490506449821,43.0751871127959,216             ,SNOW & ICE,2017/03/13 04:03:58+00,2017/03/13 04:03:58+00,117 MICHAELS AVE & KIRKPATRIC                     ,    Spreader Off,-76.1490506449821,43.0751871127959,80
-76.1113471322643,43.0685109130295,285             ,SNOW & ICE,2017/03/13 04:04:00+00,2017/03/13 04:04:01+00,2500 JAMES ST & FOREST HILL DR                    ,    ,-76.1113471322643,43.0685109130295,81
-76.1750567503694,43.0328517040104,283             ,SNOW & ICE,2017/03/13 04:04:00+00,2017/03/13 04:04:00+00,1152-54 BELLEVUE AVE                              ,    ,-76.1750567503694,43.0328517040104,82
-76.1751011503844,43.0328604040102,283             ,SNOW & ICE,2017/03/13 04:04:01+00,2017/03/13 04:04:01+00,1152-54 BELLEVUE AVE                              ,    Spreader Off,-76.1751011503844,43.0328604040102,83
-76.1751754504174,43.0329842040301,283             ,SNOW & ICE,2017/03/13 04:04:04+00,2017/03/13 04:04:04+00,1428 GEDDES ST S                                  ,    ,-76.1751754504174,43.0329842040301,84
-76.1114056322923,43.0686356130501,285             ,SNOW & ICE,2017/03/13 04:04:05+00,2017/03/13 04:04:05+00,2501-13 JAMES ST & MARLBOROUGH RD                 ,    ,-76.1114056322923,43.0686356130501,85
-76.1494956450826,43.0745777126668,216             ,SNOW & ICE,2017/03/13 04:04:10+00,2017/03/13 04:04:10+00,120 MICHAELS AVE & KIRKPATRIC                     ,    Spreader On,-76.1494956450826,43.0745777126667,86
-76.1120964324933,43.0683132129642,208             ,SNOW & ICE,2017/03/13 04:04:19+00,2017/03/13 04:04:19+00,2400-10 JAMES ST & STAFFORD AVE                   ,    ,-76.1120964324933,43.0683132129642,87
-76.1498109451526,43.0741291125722,216             ,SNOW & ICE,2017/03/13 04:04:19+00,2017/03/13 04:04:19+00,2421-23 GRANT BLVD & KIRKPATRICK                  ,    Spreader Off,-76.1498109451526,43.0741291125722,88
-76.1516831434995,43.0427482067347,267             ,SNOW & ICE,2017/03/13 04:04:21+00,2017/03/13 04:04:21+00,580-84 SALINA ST S & ADAMS ST W                   ,    ,-76.1516831434995,43.0427482067347,89
-76.1632384453967,43.0170154015565,263             ,SNOW & ICE,2017/03/13 04:04:23+00,2017/03/13 04:04:23+00,106 FAIRFIELD AVE                                 ,    ,-76.1632384453967,43.0170154015565,90
-76.1627369452364,43.0170489015821,263             ,SNOW & ICE,2017/03/13 04:04:32+00,2017/03/13 04:04:32+00,2056 SOUTH AVE & FAIRFIELD AVE                    ,    Stop Moving,-76.1627369452364,43.0170489015821,91
-76.1741509502396,43.035128904464,283             ,SNOW & ICE,2017/03/13 04:04:32+00,2017/03/13 04:04:32+00,1215 GEDDES ST S & ELLIOTT ST                     ,    ,-76.1741509502396,43.035128904464,92
-76.1626522452002,43.016927401563,263             ,SNOW & ICE,2017/03/13 04:04:42+00,2017/03/13 04:04:42+00,2056 SOUTH AVE & FAIRFIELD AVE                    ,    ,-76.1626522452002,43.016927401563,93
-76.1422697407996,43.047671608004,265             ,SNOW & ICE,2017/03/13 04:04:43+00,2017/03/13 04:04:44+00,701-05 GENESEE ST E & ALMOND ST                   ,    Stop Moving,-76.1422697407996,43.047671608004,94
-76.1728917498155,43.0349119044729,283             ,SNOW & ICE,2017/03/13 04:04:46+00,2017/03/13 04:04:46+00,306 ELLIOTT ST                                    ,    Spreader On,-76.1728917498155,43.0349119044729,95
-76.1113451313236,43.0554419106284,179             ,SNOW & ICE,2017/03/13 04:04:48+00,2017/03/13 04:04:49+00,1820 EB I 690 SYRACUSE 13210                      ,    ,-76.1113451313236,43.0554419106284,96
-76.1524842460509,43.074556112547,216             ,SNOW & ICE,2017/03/13 04:04:49+00,2017/03/13 04:04:49+00,2619 GRANT BLVD                                   ,    ,-76.1524842460509,43.074556112547,97
-76.1629076452654,43.0166812015078,263             ,SNOW & ICE,2017/03/13 04:04:51+00,2017/03/13 04:04:51+00,2108 SOUTH AVE & FAIRFIELD AVE                    ,    Start Moving,-76.1629076452654,43.0166812015078,98
-76.1458577438659,43.0740776127159,178             ,SNOW & ICE,2017/03/13 04:04:54+00,2017/03/13 04:04:54+00,2308 GRANT BLVD & MCCHESNEY PK                    ,    ,-76.1458577438659,43.0740776127159,99
-76.1105494310841,43.0557037107073,286             ,SNOW & ICE,2017/03/13 04:04:54+00,2017/03/13 04:04:55+00,1824 EB I 690 SYRACUSE 13210                      ,    ,-76.1105494310841,43.0557037107073,100
-76.1724851496667,43.0346772044455,283             ,SNOW & ICE,2017/03/13 04:04:56+00,2017/03/13 04:04:56+00,300 BRADLEY ST & ELLIOTT ST                       ,    ,-76.1724851496667,43.0346772044456,101
-76.1457981423778,43.0536916089736,178             ,SNOW & ICE,2017/03/13 04:30:08+00,2017/03/13 04:30:08+00,498 JAMES ST TO HAWLEY AVE                        ,    ,-76.1457981423778,43.0536916089736,102
-76.1108141311663,43.0556507106873,210             ,SNOW & ICE,2017/03/13 04:04:56+00,2017/03/13 04:04:57+00,1822 EB I 690 SYRACUSE 13210                      ,    ,-76.1108141311663,43.0556507106873,103
-76.1533311463401,43.0747534125504,216             ,SNOW & ICE,2017/03/13 04:05:01+00,2017/03/13 04:05:01+00,824 COURT ST & GRANT BLVD                         ,    Stop Moving,-76.15333114634,43.0747534125504,104
-76.1423229407517,43.0467656078354,265             ,SNOW & ICE,2017/03/13 04:05:01+00,2017/03/13 04:05:02+00,70 E ADAMS ST TO NB I 81 RAMP SYRACUSE 13210      ,    Start Moving,-76.1423229407517,43.0467656078354,105
-76.1188082345751,43.0669699124577,285             ,SNOW & ICE,2017/03/13 04:05:04+00,2017/03/13 04:05:04+00,2001 JAMES ST & PECK AVE                          ,    ,-76.1188082345751,43.0669699124577,106
-76.1533806463657,43.074886912573,216             ,SNOW & ICE,2017/03/13 04:05:07+00,2017/03/13 04:05:07+00,915 COURT ST                                      ,    ,-76.1533806463657,43.074886912573,107
-76.1530981462926,43.0751451126313,216             ,SNOW & ICE,2017/03/13 04:05:13+00,2017/03/13 04:05:13+00,1001 COURT ST & BRACE ST                          ,    Start Moving,-76.1530981462926,43.0751451126313,108
-76.1430749407082,43.0427697070719,267             ,SNOW & ICE,2017/03/13 04:05:14+00,2017/03/13 04:05:14+00,629 E ADAMS ST SYRACUSE 13202                     ,    Spreader Off,-76.1430749407082,43.0427697070719,109
-76.1429179406571,43.0427686070778,267             ,SNOW & ICE,2017/03/13 04:05:17+00,2017/03/13 04:05:18+00,637 E ADAMS ST SYRACUSE 13202                     ,    Stop Moving,-76.1429179406571,43.0427686070778,110
-76.1422089410092,43.0508567085916,265             ,SNOW & ICE,2017/03/13 04:30:09+00,2017/03/13 04:30:10+00,627 WATER ST E & ALMOND ST &                      ,    Stop Moving,-76.1422089410092,43.0508567085916,111
-76.1120731324837,43.0682844129598,208             ,SNOW & ICE,2017/03/13 04:05:19+00,2017/03/13 04:05:19+00,2400-10 JAMES ST & STAFFORD AVE                   ,    ,-76.1120731324837,43.0682844129598,112
-76.1644667464783,43.0265152032557,263             ,SNOW & ICE,2017/03/13 04:30:13+00,2017/03/13 04:30:13+00,116 ONONDAGA PARK DR SYRACUSE 13207               ,    ,-76.1644667464783,43.0265152032557,113
-76.1727806496399,43.0329732041209,283             ,SNOW & ICE,2017/03/13 04:05:27+00,2017/03/13 04:05:27+00,1100 BELLEVUE AVE & BRADLEY ST                    ,    Spreader Off,-76.1727806496399,43.0329732041209,114
-76.169383448523,43.0327654042143,283             ,SNOW & ICE,2017/03/13 04:30:15+00,2017/03/13 04:30:15+00,1001 BELLEVUE AVE & CLAIREMONT                    ,    Spreader On,-76.169383448523,43.0327654042143,115
-76.1740229500376,43.0329007040594,283             ,SNOW & ICE,2017/03/13 04:05:40+00,2017/03/13 04:05:40+00,1132 BELLEVUE AVE                                 ,    Spreader On,-76.1740229500376,43.0329007040594,116
-76.1693694485212,43.032804204222,283             ,SNOW & ICE,2017/03/13 04:30:16+00,2017/03/13 04:30:16+00,1001 BELLEVUE AVE & CLAIREMONT                    ,    Stop Moving,-76.1693694485212,43.032804204222,117
-76.1233064358778,43.0647867118826,285             ,SNOW & ICE,2017/03/13 04:05:41+00,2017/03/13 04:05:41+00,100 HAMPTON RD & JAMES ST                         ,    Plow Down,-76.1233064358778,43.0647867118826,118
-76.1428701412255,43.0508817085706,265             ,SNOW & ICE,2017/03/13 04:30:20+00,2017/03/13 04:30:21+00,627 WATER ST E & ALMOND ST &                      ,    Start Moving,-76.1428701412255,43.0508817085706,119
-76.1741389500658,43.0327699040309,283             ,SNOW & ICE,2017/03/13 04:05:45+00,2017/03/13 04:05:45+00,1134-36 BELLEVUE AVE                              ,    ,-76.1741389500658,43.0327699040309,120
-76.1239056336779,43.0314926057404,286             ,SNOW & ICE,2017/03/13 04:30:22+00,2017/03/13 04:30:23+00,1015 ACKERMAN AVE                                 ,    ,-76.1239056336779,43.0314926057404,121
-76.1113407313221,43.0554411106284,179             ,SNOW & ICE,2017/03/13 04:05:48+00,2017/03/13 04:05:49+00,1820 EB I 690 SYRACUSE 13210                      ,    ,-76.1113407313221,43.0554411106284,122
-76.1837329542654,43.0478636064328,285             ,SNOW & ICE,2017/03/13 04:30:25+00,2017/03/13 04:30:25+00,106 EMERSON AVE                                   ,    Spreader Off,-76.1837329542654,43.0478636064328,123
-76.168914748378,43.0328631042504,283             ,SNOW & ICE,2017/03/13 04:30:27+00,2017/03/13 04:30:27+00,915 BELLEVUE AVE                                  ,    Start Moving,-76.168914748378,43.0328631042504,124
-76.1836232542188,43.047710906409,285             ,SNOW & ICE,2017/03/13 04:30:28+00,2017/03/13 04:30:28+00,104 EMERSON AVE                                   ,    Plow Down,-76.1836232542188,43.047710906409,125
-76.1445809438224,43.0792217137099,216             ,SNOW & ICE,2017/03/13 04:30:31+00,2017/03/13 04:30:31+00,1700 COURT ST & LOMA AVE                          ,    ,-76.1445809438224,43.0792217137099,126
-76.1437119414981,43.0508734085365,265             ,SNOW & ICE,2017/03/13 04:30:32+00,2017/03/13 04:30:32+00,607 ERIE BLVD E SYRACUSE 13202                    ,    Stop Moving,-76.1437119414981,43.0508734085365,127
-76.1834601541489,43.0474757063721,285             ,SNOW & ICE,2017/03/13 04:30:35+00,2017/03/13 04:30:35+00,312 TOMPKINS ST & EMERSON AVE                     ,    Stop Moving,-76.1834601541489,43.0474757063721,128
-76.1685492482605,43.0328779042673,283             ,SNOW & ICE,2017/03/13 04:30:36+00,2017/03/13 04:30:36+00,913 BELLEVUE AVE                                  ,    Stop Moving,-76.1685492482605,43.0328779042673,129
-76.143783141516,43.0508016085206,265             ,SNOW & ICE,2017/03/13 04:30:36+00,2017/03/13 04:30:37+00,100 N MCBRIDE ST SYRACUSE 13202                   ,    Spreader Off,-76.143783141516,43.0508016085206,130
-76.1423411395164,43.0295092046627,267             ,SNOW & ICE,2017/03/13 04:30:40+00,2017/03/13 04:30:40+00,230 WOODLAND AVE & GARFIELD A                     ,    ,-76.1423411395164,43.0295092046627,131
